code,name,area
000957,中通客车,山东
000682,东方电子,山东
000977,浪潮信息,山东
002041,登海种业,山东
002270,华明装备,山东
600060,海信电器,山东
000488,晨鸣纸业,山东
002242,九阳股份,山东
300099,精准信息,山东
603029,天鹅股份,山东
002117,东港股份,山东
600180,瑞茂通,山东
002891,中宠股份,山东
603639,海利尔,山东
300659,中孚信息,山东
000880,潍柴重机,山东
300224,正海磁材,山东
000825,太钢不锈,山西
600617,国新能源,山西
600408,*ST安泰,山西
600281,太化股份,山西
600392,盛和资源,山西
600348,阳泉煤业,山西
000795,英洛华,山西
000673,当代东方,山西
002500,山西证券,山西
600809,山西汾酒,山西
600539,*ST狮头,山西
000767,漳泽电力,山西
601699,潞安环能,山西
600546,山煤国际,山西
000968,蓝焰控股,山西
000983,西山煤电,山西
002640,跨境通,山西
000755,*ST三维,山西
601001,大同煤业,山西
600740,山西焦化,山西
300254,仟源医药,山西
002753,永东股份,山西
600780,通宝能源,山西
600351,亚宝药业,山西
600234,ST山水,山西
000831,五矿稀土,山西
000737,*ST南风,山西
000403,ST生化,山西
002360,同德化工,山西
601006,大秦铁路,山西
600169,太原重工,山西
300486,东杰智能,山西
600495,晋西车轴,山西
600123,兰花科创,山西
300158,振东制药,山西
600691,阳煤化工,山西
000723,美锦能源,山西
600157,永泰能源,山西
300529,健帆生物,广东
603630,拉芳家化,广东
300311,任子行,广东
300310,宜通世纪,广东
600499,科达洁能,广东
300094,国联水产,广东
002167,东方锆业,广东
300723,一品红,广东
300328,宜安科技,广东
002212,南洋股份,广东
300530,达志科技,广东
000861,海印股份,广东
600433,冠豪高新,广东
300173,智慧松德,广东
300561,汇金科技,广东
002791,坚朗五金,广东
300498,温氏股份,广东
300004,南风股份,广东
300629,新劲刚,广东
000712,锦龙股份,广东
600673,东阳光科,广东
002774,快意电梯,广东
000100,TCL 集团,广东
002192,融捷股份,广东
002345,潮宏基,广东
000534,万泽股份,广东
300417,南华仪器,广东
601228,广州港,广东
300155,安居宝,广东
300409,道氏技术,广东
002841,视源股份,广东
002888,惠威科技,广东
600029,南方航空,广东
300737,科顺股份,广东
300143,星普医科,广东
300687,赛意信息,广东
300476,胜宏科技,广东
300281,金明精机,广东
300458,全志科技,广东
603348,文灿股份,广东
300410,正业科技,广东
002544,杰赛科技,广东
002031,巨轮智能,广东
300738,奥飞数据,广东
300464,星徽精密,广东
000532,华金资本,广东
002905,金逸影视,广东
600185,格力地产,广东
600325,华发股份,广东
603038,华立股份,广东
002741,光华科技,广东
300403,地尔汉宇,广东
002676,顺威股份,广东
000690,宝新能源,广东
002512,达华智能,广东
000782,美达股份,广东
002842,翔鹭钨业,广东
002503,搜于特,广东
002902,铭普光磁,广东
002502,骅威文化,广东
002017,东信和平,广东
000333,美的集团,广东
002792,通宇通讯,广东
300297,蓝盾股份,广东
002449,国星光电,广东
300177,中海达,广东
300720,海川智能,广东
002308,威创股份,广东
002027,分众传媒,广东
002317,众生药业,广东
600323,瀚蓝环境,广东
002870,香山股份,广东
603920,世运电路,广东
300749,顶固集创,广东
002668,奥马电器,广东
002240,威华股份,广东
300711,广哈通信,广东
300607,拓斯达,广东
002054,德美化工,广东
603288,海天味业,广东
002152,广电运通,广东
603882,金域医学,广东
300083,劲胜智能,广东
002920,德赛西威,广东
300053,欧比特,广东
000513,丽珠集团,广东
002762,金发拉比,广东
300521,爱司凯,广东
600872,中炬高新,广东
002923,润都股份,广东
002291,星期六,广东
300619,金银河,广东
002728,特一药业,广东
002711,欧浦智网,广东
002919,名臣健康,广东
300093,金刚玻璃,广东
300620,光库科技,广东
002292,奥飞娱乐,广东
002683,宏大爆破,广东
000893,*ST东凌,广东
002656,摩登大道,广东
002600,领益智造,广东
000685,中山公用,广东
601238,广汽集团,广东
600048,保利地产,广东
000651,格力电器,广东
002461,珠江啤酒,广东
300176,鸿特科技,广东
000429,粤高速Ａ,广东
603813,原尚股份,广东
002611,东方精工,广东
600728,佳都科技,广东
300606,金太阳,广东
002898,赛隆药业,广东
300376,易事特,广东
002425,凯撒文化,广东
603335,迪生力,广东
002295,精艺股份,广东
002911,佛燃股份,广东
000976,华铁股份,广东
002045,国光电器,广东
002348,高乐股份,广东
600684,珠江实业,广东
000921,海信家电,广东
300246,宝莱特,广东
002187,广百股份,广东
002757,南兴装备,广东
000659,珠海中富,广东
002833,弘亚数控,广东
000637,茂化实华,广东
002198,嘉应制药,广东
300599,雄塑科技,广东
002180,纳思达,广东
600428,中远海特,广东
300146,汤臣倍健,广东
300735,光弘科技,广东
002906,华阳集团,广东
002233,塔牌集团,广东
603322,超讯通信,广东
002572,索菲亚,广东
000828,东莞控股,广东
300030,阳普医疗,广东
600518,康美药业,广东
600894,广日股份,广东
300586,美联新材,广东
300438,鹏辉能源,广东
000776,广发证券,广东
002076,雪 莱 特,广东
300221,银禧科技,广东
603268,松发股份,广东
002465,海格通信,广东
002005,德豪润达,广东
600004,白云机场,广东
002433,太安堂,广东
300404,博济医药,广东
002922,伊戈尔,广东
002035,华帝股份,广东
002441,众业达,广东
603535,嘉诚国际,广东
603848,好太太,广东
002930,宏川智慧,广东
000531,穗恒运Ａ,广东
300149,量子生物,广东
002579,中京电子,广东
002672,东江环保,广东
000150,宜华健康,广东
002209,达 意 隆,广东
002260,*ST德奥,广东
002776,柏堡龙,广东
603328,依顿电子,广东
300616,尚品宅配,广东
002495,佳隆股份,广东
600868,梅雁吉祥,广东
300340,科恒股份,广东
002584,西陇科学,广东
300635,达安股份,广东
002732,燕塘乳业,广东
000717,韶钢松山,广东
002084,海鸥住工,广东
300322,硕贝德,广东
002616,长青集团,广东
601900,南方传媒,广东
002862,实丰文化,广东
002832,比音勒芬,广东
002715,登云股份,广东
603797,联泰环保,广东
002446,盛路通信,广东
000507,珠海港,广东
600183,生益科技,广东
300482,万孚生物,广东
000987,越秀金控,广东
600978,宜华生活,广东
600242,中昌数据,广东
603861,白云电器,广东
002836,新宏泽,广东
000636,风华高科,广东
002705,新宝股份,广东
002853,皮阿诺,广东
002723,金莱特,广东
000601,韶能股份,广东
603386,广东骏亚,广东
002855,捷荣技术,广东
002575,群兴玩具,广东
002543,万和电气,广东
300219,鸿利智汇,广东
300424,航新科技,广东
002319,乐通股份,广东
002884,凌霄泵业,广东
300562,乐心医疗,广东
002177,御银股份,广东
000541,佛山照明,广东
000539,粤电力Ａ,广东
000823,超声电子,广东
300448,浩云科技,广东
002745,木林森,广东
600332,白云山,广东
300526,中潜股份,广东
300716,国立科技,广东
603336,宏辉果蔬,广东
603936,博敏电子,广东
603608,天创时尚,广东
300681,英搏尔,广东
002060,粤 水 电,广东
600098,广州发展,广东
603043,广州酒家,广东
300691,联合光电,广东
300591,万里马,广东
002420,毅昌股份,广东
002759,天际股份,广东
600393,粤泰股份,广东
603002,宏昌电子,广东
002311,海大集团,广东
000529,广弘控股,广东
300057,万顺股份,广东
603898,好莱客,广东
002678,珠江钢琴,广东
603233,大参林,广东
300408,三环集团,广东
603309,维力医疗,广东
603838,四通股份,广东
300625,三雄极光,广东
002806,华锋股份,广东
603725,天安新材,广东
300359,全通教育,广东
002016,世荣兆业,广东
300460,惠伦晶体,广东
002288,超华科技,广东
300499,高澜股份,广东
002909,集泰股份,广东
002141,贤丰控股,广东
300089,文化长城,广东
300050,世纪鼎利,广东
300238,冠昊生物,广东
002684,猛狮科技,广东
300098,高新兴,广东
000524,岭南控股,广东
300242,佳云科技,广东
600685,中船防务,广东
002387,维信诺,广东
002181,粤 传 媒,广东
300014,亿纬锂能,广东
300589,江龙船艇,广东
603398,邦宝益智,广东
601515,东风股份,广东
600589,广东榕泰,广东
002400,省广集团,广东
002249,大洋电机,广东
300381,溢多利,广东
002101,广东鸿图,广东
002431,棕榈股份,广东
000576,广东甘化,广东
600382,广东明珠,广东
000533,万 家 乐,广东
002492,恒基达鑫,广东
603833,欧派家居,广东
300335,迪森股份,广东
300147,香雪制药,广东
300063,天龙集团,广东
002717,岭南股份,广东
002809,红墙股份,广东
600143,金发科技,广东
002511,中顺洁柔,广东
002663,普邦股份,广东
002666,德联集团,广东
000523,广州浪奇,广东
000973,佛塑科技,广东
002908,德生科技,广东
002638,勤上股份,广东
300503,昊志机电,广东
000502,绿景控股,广东
002918,蒙娜丽莎,广东
000573,粤宏远Ａ,广东
002846,英联股份,广东
300415,伊之密,广东
002824,和胜股份,广东
002030,达安基因,广东
002169,智光电气,广东
300273,和佳股份,广东
002670,国盛金控,广东
002709,天赐材料,广东
002063,远光软件,广东
300043,星辉娱乐,广东
300639,凯普生物,广东
600866,星湖科技,广东
002592,八菱科技,广西
000716,黑芝麻,广西
603869,新智认知,广西
000582,北部湾港,广西
300422,博世科,广西
601368,绿城水务,广西
601996,丰林集团,广西
600423,*ST柳化,广西
000608,阳光股份,广西
600368,五洲交通,广西
000662,天夏智慧,广西
600252,中恒集团,广西
601003,柳钢股份,广西
600236,桂冠电力,广西
002929,润建通信,广西
600249,两面针,广西
000806,银河生物,广西
600538,国发股份,广西
000750,国海证券,广西
002166,莱茵生物,广西
600712,南宁百货,广西
000978,桂林旅游,广西
002275,桂林三金,广西
600936,广西广电,广西
002329,皇氏集团,广西
600310,桂东电力,广西
603368,柳药股份,广西
002175,东方网络,广西
603166,福达股份,广西
002696,百洋股份,广西
000911,南宁糖业,广西
000953,ST河化,广西
600556,ST慧球,广西
600301,ST南化,广西
000833,粤桂股份,广西
000528,柳 工,广西
000703,恒逸石化,广西
600359,新农开发,新疆
000159,国际实业,新疆
002828,贝肯能源,新疆
300106,西部牧业,新疆
600419,天润乳业,新疆
000166,申万宏源,新疆
600339,中油工程,新疆
601069,西部黄金,新疆
603032,德新交运,新疆
000813,德展健康,新疆
603101,汇嘉时代,新疆
600545,卓郎智能,新疆
002207,ST准油,新疆
600778,*ST友好,新疆
300588,熙菱信息,新疆
600089,特变电工,新疆
002524,光正集团,新疆
000877,天山股份,新疆
300159,新研股份,新疆
600090,同济堂,新疆
002800,天顺股份,新疆
603706,东方环宇,新疆
002092,中泰化学,新疆
002719,麦趣尔,新疆
603227,雪峰科技,新疆
002205,国统股份,新疆
600084,中葡股份,新疆
000415,渤海金控,新疆
600145,*ST新亿,新疆
600075,新疆天业,新疆
000972,ST中基,新疆
300603,立昂技术,新疆
600721,百花村,新疆
600337,美克家居,新疆
002302,西部建设,新疆
002100,天康生物,新疆
300313,天山生物,新疆
600540,新赛股份,新疆
002202,金风科技,新疆
600256,广汇能源,新疆
603393,新天然气,新疆
600506,香梨股份,新疆
600425,青松建化,新疆
600509,天富能源,新疆
600197,伊力特,新疆
600581,八一钢铁,新疆
002700,新疆浩源,新疆
600888,新疆众和,新疆
603080,新疆火炬,新疆
600251,冠农股份,新疆
000633,合金投资,新疆
600737,中粮糖业,新疆
002941,新疆交建,新疆
002307,北新路桥,新疆
002464,众应互联,江苏
601028,玉龙股份,江苏
603958,哈森股份,江苏
601928,凤凰传媒,江苏
603369,今世缘,江苏
300429,强力新材,江苏
601360,三六零,江苏
603585,苏利股份,江苏
300644,南京聚隆,江苏
601008,连云港,江苏
300655,晶瑞股份,江苏
002156,通富微电,江苏
300584,海辰药业,江苏
600406,国电南瑞,江苏
603017,中衡设计,江苏
300279,和晶科技,江苏
600200,江苏吴中,江苏
600527,江南高纤,江苏
600487,亨通光电,江苏
300528,幸福蓝海,江苏
300172,中电环保,江苏
601388,怡球资源,江苏
000418,小天鹅Ａ,江苏
300617,安靠智电,江苏
300265,通光线缆,江苏
603486,科沃斯,江苏
300575,中旗股份,江苏
002223,鱼跃医疗,江苏
002496,ST辉丰,江苏
600889,南京化纤,江苏
603387,基蛋生物,江苏
002635,安洁科技,江苏
603655,朗博科技,江苏
600220,江苏阳光,江苏
300258,精锻科技,江苏
600973,宝胜股份,江苏
603016,新宏泰,江苏
002787,华源控股,江苏
601010,文峰股份,江苏
002708,光洋股份,江苏
002239,奥特佳,江苏
000681,视觉中国,江苏
002471,中超控股,江苏
603269,海鸥股份,江苏
603366,日出东方,江苏
300240,飞力达,江苏
603355,莱克电气,江苏
300709,精研科技,江苏
600377,宁沪高速,江苏
603133,碳元科技,江苏
002426,胜利精密,江苏
603660,苏州科达,江苏
300725,药石科技,江苏
300305,裕兴股份,江苏
600775,南京熊猫,江苏
000035,中国天楹,江苏
603041,美思德,江苏
300160,秀强股份,江苏
603007,花王股份,江苏
600713,南京医药,江苏
300280,紫天科技,江苏
002553,南方轴承,江苏
002685,华东重机,江苏
002417,深南股份,江苏
603876,鼎胜新材,江苏
600562,国睿科技,江苏
300680,隆盛科技,江苏
603117,万林股份,江苏
002478,常宝股份,江苏
002796,世嘉科技,江苏
000301,东方盛虹,江苏
300421,力星股份,江苏
002692,睿康股份,江苏
002201,九鼎新材,江苏
603906,龙蟠科技,江苏
002540,亚太科技,江苏
000727,华东科技,江苏
000961,中南建设,江苏
300641,正丹股份,江苏
002079,苏州固锝,江苏
002453,华软科技,江苏
603928,兴业股份,江苏
601700,风范股份,江苏
603819,神力股份,江苏
603358,华达科技,江苏
603299,井神股份,江苏
002877,智能自控,江苏
600250,南纺股份,江苏
603722,阿科力,江苏
603890,春秋电子,江苏
603158,腾龙股份,江苏
300211,亿通科技,江苏
601688,华泰证券,江苏
300721,怡达股份,江苏
600276,恒瑞医药,江苏
002211,宏达新材,江苏
603528,多伦科技,江苏
600105,永鼎股份,江苏
300507,苏奥传感,江苏
002081,金 螳 螂,江苏
300141,和顺电气,江苏
002883,中设股份,江苏
000919,金陵药业,江苏
300337,银邦股份,江苏
603359,东珠生态,江苏
603626,科森科技,江苏
002564,天沃科技,江苏
300707,威唐工业,江苏
300196,长海股份,江苏
300135,宝利国际,江苏
002309,中利集团,江苏
601007,金陵饭店,江苏
600970,中材国际,江苏
300651,金陵体育,江苏
002585,双星新材,江苏
002349,精华制药,江苏
002652,扬子新材,江苏
300697,电工合金,江苏
300660,江苏雷利,江苏
300742,越博动力,江苏
600486,扬农化工,江苏
603326,我乐家居,江苏
600213,亚星客车,江苏
002807,江阴银行,江苏
002002,鸿达兴业,江苏
601128,常熟银行,江苏
603313,梦百合,江苏
603916,苏博特,江苏
300450,先导智能,江苏
002315,焦点科技,江苏
603283,赛腾股份,江苏
000890,法 尔 胜,江苏
603776,永安行,江苏
002150,通润装备,江苏
603059,倍加洁,江苏
600794,保税科技,江苏
000816,*ST慧业,江苏
600327,大东方,江苏
002245,澳洋顺昌,江苏
300228,富瑞特装,江苏
002645,华宏科技,江苏
600710,苏美达,江苏
603203,快克股份,江苏
601222,林洋能源,江苏
603787,新日股份,江苏
600280,中央商场,江苏
002040,南 京 港,江苏
603828,柯利达,江苏
300447,全信股份,江苏
300325,德威新材,江苏
600805,悦达投资,江苏
002484,江海股份,江苏
600501,航天晨光,江苏
002080,中材科技,江苏
002483,润邦股份,江苏
002516,旷达科技,江苏
002778,高科石化,江苏
300292,吴通控股,江苏
300152,科融环境,江苏
300554,三超新材,江苏
300522,世名科技,江苏
300466,赛摩电气,江苏
600389,江山股份,江苏
603990,麦迪科技,江苏
000525,红 太 阳,江苏
603800,道森股份,江苏
300394,天孚通信,江苏
300190,维尔利,江苏
300670,大烨智能,江苏
601155,新城控股,江苏
601599,鹿港文化,江苏
002576,通达动力,江苏
603988,中电电机,江苏
002435,长江润发,江苏
603519,立霸股份,江苏
002075,沙钢股份,江苏
600268,国电南自,江苏
600481,双良节能,江苏
603286,日盈电子,江苏
300500,启迪设计,江苏
603018,中设集团,江苏
300563,神宇股份,江苏
300495,美尚生态,江苏
300128,锦富技术,江苏
600300,维维股份,江苏
603666,亿嘉和,江苏
603968,醋化股份,江苏
603183,建研院,江苏
000777,中核科技,江苏
000421,南京公用,江苏
600959,江苏有线,江苏
300304,云意电气,江苏
002608,江苏国信,江苏
002680,*ST长生,江苏
601218,吉鑫科技,江苏
600533,栖霞建设,江苏
603416,信捷电气,江苏
600908,无锡银行,江苏
600682,南京新百,江苏
300260,新莱应材,江苏
002747,埃斯顿,江苏
002293,罗莱生活,江苏
600522,中天科技,江苏
600901,江苏租赁,江苏
603036,如通股份,江苏
600513,联环药业,江苏
300420,五洋停车,江苏
300600,瑞特股份,江苏
601009,南京银行,江苏
002323,*ST百特,江苏
300585,奥联电子,江苏
600064,南京高科,江苏
603985,恒润股份,江苏
600862,中航高科,江苏
002463,沪电股份,江苏
600981,汇鸿集团,江苏
603339,四方科技,江苏
300013,新宁物流,江苏
300402,宝色股份,江苏
002445,ST中南,江苏
002160,常铝股份,江苏
603066,音飞储存,江苏
002395,双象股份,江苏
603042,华脉科技,江苏
603878,武进不锈,江苏
000700,模塑科技,江苏
300031,宝通科技,江苏
002384,东山精密,江苏
601799,星宇股份,江苏
002104,恒宝股份,江苏
600122,宏图高科,江苏
002274,华昌化工,江苏
300717,华信新材,江苏
002221,东华能源,江苏
600400,红豆股份,江苏
300261,雅本化学,江苏
300215,电科院,江苏
300610,晨化股份,江苏
603688,石英股份,江苏
600358,国旅联合,江苏
603929,亚翔集成,江苏
300715,凯伦股份,江苏
601199,江南水务,江苏
002333,罗普斯金,江苏
600401,*ST海润,江苏
300555,路通视信,江苏
300751,迈为股份,江苏
000738,航发控制,江苏
000581,威孚高科,江苏
603966,法兰泰克,江苏
002172,澳洋健康,江苏
300631,久吾高科,江苏
600475,华光股份,江苏
603161,科华控股,江苏
000425,徐工机械,江苏
002009,天奇股份,江苏
002015,霞客环保,江苏
000936,华西股份,江苏
002531,天顺风能,江苏
002255,海陆重工,江苏
601500,通用股份,江苏
603880,南卫股份,江苏
603922,金鸿顺,江苏
300416,苏试试验,江苏
600074,*ST保千,江苏
600370,三房巷,江苏
002182,云海金属,江苏
603518,维格娜丝,江苏
603090,宏盛股份,江苏
002090,金智科技,江苏
002071,长城影视,江苏
000910,大亚圣象,江苏
002623,亚玛顿,江苏
600919,江苏银行,江苏
002519,银河电子,江苏
601890,亚星锚链,江苏
603488,展鹏科技,江苏
603937,丽岛新材,江苏
603699,纽威股份,江苏
600736,苏州高新,江苏
600854,春兰股份,江苏
300165,天瑞仪器,江苏
002659,凯文教育,江苏
603188,ST亚邦,江苏
600099,林海股份,江苏
300284,苏交科,江苏
300390,天华超净,江苏
603680,今创集团,江苏
002438,江苏神通,江苏
002413,雷科防务,江苏
002304,洋河股份,江苏
300201,海伦哲,江苏
603259,药明康德,江苏
603380,易德龙,江苏
600398,海澜之家,江苏
002610,爱康科技,江苏
002839,张家港行,江苏
603136,天目湖,江苏
300169,天晟新材,江苏
300342,天银机电,江苏
300217,东方电热,江苏
300029,天龙光电,江苏
002802,洪汇新材,江苏
002024,苏宁易购,江苏
002734,利民股份,江苏
002091,江苏国泰,江苏
002409,雅克科技,江苏
002808,恒久科技,江苏
600083,博信股份,江苏
002089,新 海 宜,江苏
002262,恩华药业,江苏
002074,国轩高科,江苏
300331,苏大维格,江苏
603179,新泉股份,江苏
600510,黑牡丹,江苏
000551,创元科技,江苏
600584,长电科技,江苏
002547,春兴精工,江苏
300295,三六五网,江苏
002491,通鼎互联,江苏
603111,康尼机电,江苏
300580,贝斯特,江苏
600770,综艺股份,江苏
300537,广信材料,江苏
300356,光一科技,江苏
002631,德尔未来,江苏
300091,金通灵,江苏
300382,斯莱克,江苏
300694,蠡湖股份,江苏
002077,大港股份,江苏
603013,亚普股份,江苏
603912,佳力图,江苏
300385,雪浪环境,江苏
002290,中科新材,江苏
603028,赛福天,江苏
300209,天泽信息,江苏
603035,常熟汽饰,江苏
000584,哈工智能,江苏
002722,金轮股份,江苏
300682,朗新科技,江苏
603078,江化微,江苏
603693,江苏新能,江苏
002513,蓝丰生化,江苏
603955,大千生态,江苏
300339,润和软件,江苏
000626,远大控股,江苏
600128,弘业股份,江苏
600287,江苏舜天,江苏
002546,新联电子,江苏
603810,丰山集团,江苏
002499,科林环保,江苏
600716,凤凰股份,江苏
601555,东吴证券,江苏
603005,晶方科技,江苏
603707,健友股份,江苏
603829,洛凯股份,江苏
300346,南大光电,江苏
000518,四环生物,江苏
002380,科远股份,江苏
300354,东华测试,江苏
002127,南极电商,江苏
002450,康得新,江苏
603323,吴江银行,江苏
002367,康力电梯,江苏
300509,新美星,江苏
601990,南京证券,江苏
300618,寒锐钴业,江苏
300598,诚迈科技,江苏
600282,南钢股份,江苏
603900,莱绅通灵,江苏
600078,澄星股份,江苏
002559,亚威股份,江苏
002550,千红制药,江苏
002530,金财互联,江苏
600667,太极实业,江苏
300664,鹏鹞环保,江苏
601952,苏垦农发,江苏
300393,中来股份,江苏
600305,恒顺醋业,江苏
600557,康缘药业,江苏
000570,苏常柴Ａ,江苏
300549,优德精密,江苏
600746,江苏索普,江苏
002455,百川股份,江苏
002394,联发股份,江苏
300708,聚灿光电,江苏
002514,宝馨科技,江苏
002866,传艺科技,江苏
300623,捷捷微电,江苏
002391,长青股份,江苏
300192,科斯伍德,江苏
601100,恒立液压,江苏
603389,亚振家居,江苏
002165,红 宝 丽,江苏
300320,海达股份,江苏
300373,扬杰科技,江苏
603507,振江股份,江苏
002044,美年健康,江苏
600316,洪都航空,江西
300636,同和药业,江西
002378,章源钨业,江西
600053,九鼎投资,江西
300294,博雅生物,江西
600782,新钢股份,江西
300722,新余国科,江西
600071,凤凰光学,江西
600397,*ST安煤,江西
603773,沃格光电,江西
603977,国泰集团,江西
000899,赣能股份,江西
300095,华伍股份,江西
600750,江中药业,江西
600228,ST昌九,江西
600590,泰豪科技,江西
000829,天音控股,江西
600507,方大特钢,江西
300748,金力永磁,江西
000789,万年青,江西
002036,联创电子,江西
300497,富祥股份,江西
600362,江西铜业,江西
002176,江特电机,江西
600461,洪城水业,江西
600373,中文传媒,江西
000550,江铃汽车,江西
300453,三鑫医疗,江西
002157,正邦科技,江西
002591,恒大高新,江西
002695,煌上煌,江西
000404,长虹华意,江西
600363,联创光电,江西
300066,三川智慧,江西
000990,诚志股份,江西
002068,黑猫股份,江西
002460,赣锋锂业,江西
600269,赣粤高速,江西
600561,江西长运,江西
002748,世龙实业,江西
000650,仁和药业,江西
002494,华斯股份,河北
300371,汇中股份,河北
300428,四通新材,河北
000600,建投能源,河北
603156,养元饮品,河北
300255,常山药业,河北
000709,河钢股份,河北
300107,建新股份,河北
002342,巨力索具,河北
000401,冀东水泥,河北
300081,恒信东方,河北
600803,新奥股份,河北
600722,金牛化工,河北
601326,秦港股份,河北
002442,龙星化工,河北
600135,乐凯胶片,河北
600965,福成股份,河北
603385,惠达卫浴,河北
002049,紫光国微,河北
300138,晨光生物,河北
000889,茂业通信,河北
600482,中国动力,河北
600155,华创阳安,河北
300491,通合科技,河北
002691,冀凯股份,河北
002603,以岭药业,河北
600230,沧州大化,河北
000856,冀东装备,河北
300368,汇金股份,河北
000923,河北宣工,河北
600409,三友化工,河北
603938,三孚股份,河北
300137,先河环保,河北
300446,乐凯新材,河北
603050,科林电气,河北
600559,老白干酒,河北
000958,东方能源,河北
002282,博深工具,河北
000687,华讯方舟,河北
601258,庞大集团,河北
000158,常山北明,河北
002146,荣盛发展,河北
601000,唐山港,河北
600340,华夏幸福,河北
002108,沧州明珠,河北
000778,新兴铸管,河北
600812,华北制药,河北
600997,开滦股份,河北
000848,承德露露,河北
600149,ST坊展,河北
000937,冀中能源,河北
600480,凌云股份,河北
601633,长城汽车,河北
002459,天业通联,河北
600550,保变电气,河北
000413,东旭光电,河北
600569,安阳钢铁,河南
601608,中信重工,河南
600753,东方银星,河南
300480,光力科技,河南
002536,西泵股份,河南
000933,神火股份,河南
002179,中航光电,河南
600595,中孚实业,河南
002582,好想你,河南
300437,清水源,河南
002857,三晖电气,河南
600186,莲花健康,河南
300701,森霸传感,河南
000949,新乡化纤,河南
600810,神马股份,河南
000676,智度股份,河南
002225,濮耐股份,河南
300064,豫金刚石,河南
002477,雏鹰农牧,河南
002216,三全食品,河南
002087,新野纺织,河南
002189,利达光电,河南
002406,远东传动,河南
600020,中原高速,河南
600172,黄河旋风,河南
002358,森源电气,河南
001896,豫能控股,河南
601375,中原证券,河南
002770,科迪乳业,河南
000544,中原环保,河南
300732,设研院,河南
600222,太龙药业,河南
300109,新开源,河南
600285,羚锐制药,河南
600876,洛阳玻璃,河南
002007,华兰生物,河南
300080,易成新能,河南
300179,四方达,河南
002046,轴研科技,河南
300481,濮阳惠成,河南
002448,中原内配,河南
603658,安图生物,河南
002613,北玻股份,河南
300263,隆华科技,河南
300259,新天科技,河南
002296,辉煌科技,河南
600207,安彩高科,河南
002423,中原特钢,河南
002714,牧原股份,河南
600469,风神股份,河南
600439,瑞贝卡,河南
000895,双汇发展,河南
002132,恒星科技,河南
002407,多氟多,河南
600121,郑州煤电,河南
000885,城发环境,河南
600069,银鸽投资,河南
603993,洛阳钼业,河南
600066,宇通客车,河南
600312,平高电气,河南
002560,通达股份,河南
002321,华英农业,河南
601717,郑煤机,河南
002601,龙蟒佰利,河南
300248,新开普,河南
603508,思维列控,河南
600403,大有能源,河南
000612,焦作万方,河南
601666,平煤股份,河南
000719,中原传媒,河南
000400,许继电气,河南
300007,汉威科技,河南
002535,林州重机,河南
600531,豫光金铅,河南
603566,普莱柯,河南
600781,辅仁药业,河南
601038,一拖股份,河南
601677,明泰铝业,河南
002936,郑州银行,河南
603896,寿仙谷,浙江
300587,天铁股份,浙江
601113,华鼎股份,浙江
603337,杰克股份,浙江
601567,三星医疗,浙江
300550,和仁科技,浙江
300652,雷迪克,浙江
300626,华瑞股份,浙江
603568,伟明环保,浙江
300257,开山股份,浙江
002133,广宇集团,浙江
300078,思创医惠,浙江
603331,百达精工,浙江
002617,露笑科技,浙江
002263,*ST东南,浙江
000739,普洛药业,浙江
002756,永兴特钢,浙江
002570,*ST因美,浙江
600790,轻纺城,浙江
300645,正元智慧,浙江
002067,景兴纸业,浙江
300357,我武生物,浙江
000607,华媒控股,浙江
002389,南洋科技,浙江
603110,东方材料,浙江
600415,小商品城,浙江
603010,万盛股份,浙江
603583,捷昌驱动,浙江
002131,利欧股份,浙江
002056,横店东磁,浙江
002725,跃岭股份,浙江
002520,日发精机,浙江
002006,精功科技,浙江
600120,浙江东方,浙江
002012,凯恩股份,浙江
300033,同花顺,浙江
600633,浙数文化,浙江
603008,喜临门,浙江
603996,中新科技,浙江
002247,聚力文化,浙江
300604,长川科技,浙江
002915,中欣氟材,浙江
603116,红蜻蜓,浙江
300181,佐力药业,浙江
603456,九洲药业,浙江
600926,杭州银行,浙江
002001,新 和 成,浙江
300144,宋城演艺,浙江
603181,皇马科技,浙江
002343,慈文传媒,浙江
600798,宁波海运,浙江
603901,永创智能,浙江
300703,创源文化,浙江
002532,新界泵业,浙江
300316,晶盛机电,浙江
002099,海翔药业,浙江
603260,合盛硅业,浙江
600865,百大集团,浙江
300649,杭州园林,浙江
002154,报 喜 鸟,浙江
603917,合力科技,浙江
002563,森马服饰,浙江
603277,银都股份,浙江
603001,奥康国际,浙江
600126,杭钢股份,浙江
603177,德创环保,浙江
603558,健盛集团,浙江
002188,*ST巴士,浙江
002632,道明光学,浙江
603238,诺邦股份,浙江
600267,海正药业,浙江
002931,锋龙股份,浙江
603178,圣龙股份,浙江
002430,杭氧股份,浙江
002276,万马股份,浙江
300582,英飞特,浙江
002135,东南网架,浙江
300718,长盛轴承,浙江
603600,永艺股份,浙江
002619,艾格拉斯,浙江
000517,荣安地产,浙江
603637,镇海股份,浙江
002712,思美传媒,浙江
603711,香飘飘,浙江
600235,民丰特纸,浙江
600330,天通股份,浙江
002730,电光科技,浙江
300727,润禾材料,浙江
603823,百合花,浙江
300702,天宇股份,浙江
603015,弘讯科技,浙江
002488,金固股份,浙江
300746,汉嘉设计,浙江
600570,恒生电子,浙江
600797,浙大网新,浙江
300244,迪安诊断,浙江
603788,宁波高发,浙江
603088,宁波精达,浙江
300347,泰格医药,浙江
601108,财通证券,浙江
